"river_spp","river","sample.id","sample.event","reach","year","sample.event.num","spp","wt_g","len_mm","age","Date","Site.ID","Hydrologic.Segment","season","doy"
"Beaver Creek 
 Coho","Beaver Creek",NA,"MBC-2016-4","MBC","2016","4","Coho",8,90,1,2016-08-16,"MBC-F1-2015","Middle","Fall",229
"Beaver Creek 
 Coho","Beaver Creek",NA,"MBC-2016-4","MBC","2016","4","Coho",7.2,90,1,2016-08-16,"MBC-F1-2015","Middle","Fall",229
"Beaver Creek 
 Coho","Beaver Creek",NA,"MBC-2016-4","MBC","2016","4","Coho",8.4,90,1,2016-08-16,"MBC-F1-2015","Middle","Fall",229
"Beaver Creek 
 Coho","Beaver Creek",NA,"MBC-2016-4","MBC","2016","4","Coho",9.1,90,1,2016-08-16,"MBC-F1-2015","Middle","Fall",229
"Beaver Creek 
 Coho","Beaver Creek",NA,"MBC-2016-4","MBC","2016","4","Coho",7.8,91,1,2016-08-16,"MBC-F1-2015","Middle","Fall",229
"Beaver Creek 
 Coho","Beaver Creek",NA,"MBC-2016-4","MBC","2016","4","Coho",7.7,91,1,2016-08-16,"MBC-F1-2015","Middle","Fall",229
"Beaver Creek 
 Coho","Beaver Creek",NA,"MBC-2016-4","MBC","2016","4","Coho",7.5,93,1,2016-08-16,"MBC-F1-2015","Middle","Fall",229
"Beaver Creek 
 Coho","Beaver Creek",NA,"MBC-2016-4","MBC","2016","4","Coho",8.3,93,1,2016-08-16,"MBC-F1-2015","Middle","Fall",229
"Beaver Creek 
 Coho","Beaver Creek",NA,"MBC-2016-4","MBC","2016","4","Coho",8.7,94,1,2016-08-16,"MBC-F1-2015","Middle","Fall",229
"Beaver Creek 
 Coho","Beaver Creek",NA,"MBC-2016-4","MBC","2016","4","Coho",8.5,94,1,2016-08-16,"MBC-F1-2015","Middle","Fall",229
"Beaver Creek 
 Coho","Beaver Creek",NA,"MBC-2016-4","MBC","2016","4","Coho",9.9,95,1,2016-08-16,"MBC-F1-2015","Middle","Fall",229
"Beaver Creek 
 Coho","Beaver Creek",NA,"MBC-2016-4","MBC","2016","4","Coho",10.6,95,1,2016-08-16,"MBC-F1-2015","Middle","Fall",229
"Beaver Creek 
 Coho","Beaver Creek",NA,"MBC-2016-4","MBC","2016","4","Coho",9.8,96,1,2016-08-16,"MBC-F1-2015","Middle","Fall",229
"Beaver Creek 
 Coho","Beaver Creek",NA,"MBC-2016-4","MBC","2016","4","Coho",10.3,98,1,2016-08-16,"MBC-F1-2015","Middle","Fall",229
"Beaver Creek 
 Coho","Beaver Creek",NA,"MBC-2016-4","MBC","2016","4","Coho",10.1,99,1,2016-08-16,"MBC-F1-2015","Middle","Fall",229
"Beaver Creek 
 Coho","Beaver Creek",NA,"MBC-2016-4","MBC","2016","4","Coho",10.7,99,1,2016-08-16,"MBC-F1-2015","Middle","Fall",229
"Beaver Creek 
 Coho","Beaver Creek",NA,"MBC-2016-4","MBC","2016","4","Coho",10.8,100,1,2016-08-16,"MBC-F1-2015","Middle","Fall",229
"Beaver Creek 
 Coho","Beaver Creek",NA,"MBC-2016-4","MBC","2016","4","Coho",10.4,100,1,2016-08-16,"MBC-F1-2015","Middle","Fall",229
"Beaver Creek 
 Coho","Beaver Creek",NA,"MBC-2016-4","MBC","2016","4","Coho",10.9,100,1,2016-08-16,"MBC-F1-2015","Middle","Fall",229
"Beaver Creek 
 Coho","Beaver Creek",NA,"MBC-2016-4","MBC","2016","4","Coho",11.4,102,1,2016-08-16,"MBC-F1-2015","Middle","Fall",229
"Beaver Creek 
 Coho","Beaver Creek",NA,"MBC-2016-4","MBC","2016","4","Coho",10.7,104,1,2016-08-16,"MBC-F1-2015","Middle","Fall",229
"Beaver Creek 
 Coho","Beaver Creek",NA,"MBC-2016-4","MBC","2016","4","Coho",12,105,1,2016-08-16,"MBC-F1-2015","Middle","Fall",229
"Beaver Creek 
 Coho","Beaver Creek",NA,"MBC-2016-4","MBC","2016","4","Coho",18,113,1,2016-08-16,"MBC-F1-2015","Middle","Fall",229
"Beaver Creek 
 Coho","Beaver Creek","MBC-F1-20160816-D5","MBC-2016-4","MBC","2016","4","Coho",15.3,116,1,2016-08-16,"MBC-F1-2015","Middle","Fall",229
"Beaver Creek 
 Coho","Beaver Creek",NA,"MBC-2016-4","MBC","2016","4","Coho",21.3,120,1,2016-08-16,"MBC-F1-2015","Middle","Fall",229
"Beaver Creek 
 Coho","Beaver Creek",NA,"UBC-2016-4","UBC","2016","4","Coho",1.5,49,0,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Coho","Beaver Creek",NA,"UBC-2016-4","UBC","2016","4","Coho",1.8,52,0,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Coho","Beaver Creek",NA,"UBC-2016-4","UBC","2016","4","Coho",1.9,56,0,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Coho","Beaver Creek",NA,"UBC-2016-4","UBC","2016","4","Coho",2.5,60,0,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Chinook","Beaver Creek","UBC-F1-20160817-D14","UBC-2016-4","UBC","2016","4","Chinook",2.3,60,0,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Coho","Beaver Creek",NA,"UBC-2016-4","UBC","2016","4","Coho",2.9,62,0,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Chinook","Beaver Creek","UBC-F1-20160817-D4","UBC-2016-4","UBC","2016","4","Chinook",2.9,63,0,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Coho","Beaver Creek",NA,"UBC-2016-4","UBC","2016","4","Coho",2.7,64,0,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Coho","Beaver Creek",NA,"UBC-2016-4","UBC","2016","4","Coho",3,65,0,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Chinook","Beaver Creek","UBC-F1-20160817-D7","UBC-2016-4","UBC","2016","4","Chinook",3.5,66,0,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Coho","Beaver Creek",NA,"UBC-2016-4","UBC","2016","4","Coho",3.2,67,0,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Chinook","Beaver Creek","UBC-F1-20160817-D3","UBC-2016-4","UBC","2016","4","Chinook",3.3,67,0,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Coho","Beaver Creek","UBC-F1-20160817-D15","UBC-2016-4","UBC","2016","4","Coho",3.5,69,0,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Coho","Beaver Creek","UBC-F1-20160817-D13","UBC-2016-4","UBC","2016","4","Coho",4,70,0,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Coho","Beaver Creek","UBC-F1-20160817-D5","UBC-2016-4","UBC","2016","4","Coho",4.2,72,0,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Coho","Beaver Creek",NA,"UBC-2016-4","UBC","2016","4","Coho",4.8,74,0,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Coho","Beaver Creek","UBC-F1-20160817-D10","UBC-2016-4","UBC","2016","4","Coho",4.6,75,0,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Coho","Beaver Creek",NA,"UBC-2016-4","UBC","2016","4","Coho",4.7,75,0,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Coho","Beaver Creek",NA,"UBC-2016-4","UBC","2016","4","Coho",4.9,76,0,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Coho","Beaver Creek",NA,"UBC-2016-4","UBC","2016","4","Coho",4.9,76,0,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Coho","Beaver Creek",NA,"UBC-2016-4","UBC","2016","4","Coho",4.9,76,0,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Coho","Beaver Creek",NA,"UBC-2016-4","UBC","2016","4","Coho",5.6,78,0,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Chinook","Beaver Creek","UBC-F1-20160817-D12","UBC-2016-4","UBC","2016","4","Chinook",4.7,78,0,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Coho","Beaver Creek",NA,"UBC-2016-4","UBC","2016","4","Coho",3.4,79,0,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Coho","Beaver Creek",NA,"UBC-2016-4","UBC","2016","4","Coho",6.4,79,0,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Coho","Beaver Creek",NA,"UBC-2016-4","UBC","2016","4","Coho",5.9,79,0,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Coho","Beaver Creek",NA,"UBC-2016-4","UBC","2016","4","Coho",6.1,80,0,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Coho","Beaver Creek",NA,"UBC-2016-4","UBC","2016","4","Coho",5.2,80,0,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Coho","Beaver Creek",NA,"UBC-2016-4","UBC","2016","4","Coho",5.8,80,0,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Coho","Beaver Creek",NA,"UBC-2016-4","UBC","2016","4","Coho",5.6,80,0,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Coho","Beaver Creek",NA,"UBC-2016-4","UBC","2016","4","Coho",6.3,80,0,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Coho","Beaver Creek",NA,"UBC-2016-4","UBC","2016","4","Coho",5.8,81,1,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Coho","Beaver Creek",NA,"UBC-2016-4","UBC","2016","4","Coho",6.2,82,1,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Coho","Beaver Creek",NA,"UBC-2016-4","UBC","2016","4","Coho",6.3,82,1,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Coho","Beaver Creek",NA,"UBC-2016-4","UBC","2016","4","Coho",6.6,82,1,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Coho","Beaver Creek",NA,"UBC-2016-4","UBC","2016","4","Coho",6.9,83,1,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Coho","Beaver Creek",NA,"UBC-2016-4","UBC","2016","4","Coho",6.4,83,1,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Coho","Beaver Creek",NA,"UBC-2016-4","UBC","2016","4","Coho",6.2,83,1,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Coho","Beaver Creek",NA,"UBC-2016-4","UBC","2016","4","Coho",6.8,83,1,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Coho","Beaver Creek",NA,"UBC-2016-4","UBC","2016","4","Coho",6.2,83,1,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Coho","Beaver Creek",NA,"UBC-2016-4","UBC","2016","4","Coho",6.3,84,1,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Coho","Beaver Creek",NA,"UBC-2016-4","UBC","2016","4","Coho",6.7,85,1,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Coho","Beaver Creek",NA,"UBC-2016-4","UBC","2016","4","Coho",6.4,85,1,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Coho","Beaver Creek",NA,"UBC-2016-4","UBC","2016","4","Coho",7,85,1,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Coho","Beaver Creek",NA,"UBC-2016-4","UBC","2016","4","Coho",7.3,86,1,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Coho","Beaver Creek",NA,"UBC-2016-4","UBC","2016","4","Coho",7.7,86,1,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Coho","Beaver Creek",NA,"UBC-2016-4","UBC","2016","4","Coho",7,87,1,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Coho","Beaver Creek",NA,"UBC-2016-4","UBC","2016","4","Coho",7.6,87,1,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Coho","Beaver Creek",NA,"UBC-2016-4","UBC","2016","4","Coho",7.3,87,1,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Coho","Beaver Creek",NA,"UBC-2016-4","UBC","2016","4","Coho",7,88,1,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Coho","Beaver Creek","UBC-F1-20160817-D1","UBC-2016-4","UBC","2016","4","Coho",8,90,1,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Coho","Beaver Creek",NA,"UBC-2016-4","UBC","2016","4","Coho",8.7,90,1,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Coho","Beaver Creek",NA,"UBC-2016-4","UBC","2016","4","Coho",8.2,90,1,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Coho","Beaver Creek","UBC-F1-20160817-D9","UBC-2016-4","UBC","2016","4","Coho",7,90,1,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Coho","Beaver Creek",NA,"UBC-2016-4","UBC","2016","4","Coho",8,91,1,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Coho","Beaver Creek",NA,"UBC-2016-4","UBC","2016","4","Coho",9.2,92,1,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Coho","Beaver Creek",NA,"UBC-2016-4","UBC","2016","4","Coho",9.1,92,1,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Coho","Beaver Creek",NA,"UBC-2016-4","UBC","2016","4","Coho",9.2,92,1,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Coho","Beaver Creek",NA,"UBC-2016-4","UBC","2016","4","Coho",9.1,92,1,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Coho","Beaver Creek","UBC-F1-20160817-D11","UBC-2016-4","UBC","2016","4","Coho",8.7,92,1,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Coho","Beaver Creek",NA,"UBC-2016-4","UBC","2016","4","Coho",9.5,93,1,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Coho","Beaver Creek",NA,"UBC-2016-4","UBC","2016","4","Coho",9,93,1,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Coho","Beaver Creek",NA,"UBC-2016-4","UBC","2016","4","Coho",9,93,1,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Coho","Beaver Creek",NA,"UBC-2016-4","UBC","2016","4","Coho",9.4,94,1,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Coho","Beaver Creek",NA,"UBC-2016-4","UBC","2016","4","Coho",9.5,94,1,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Coho","Beaver Creek",NA,"UBC-2016-4","UBC","2016","4","Coho",9.5,94,1,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Coho","Beaver Creek",NA,"UBC-2016-4","UBC","2016","4","Coho",9.4,94,1,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Coho","Beaver Creek",NA,"UBC-2016-4","UBC","2016","4","Coho",10.2,95,1,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Coho","Beaver Creek",NA,"UBC-2016-4","UBC","2016","4","Coho",9.6,95,1,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Coho","Beaver Creek",NA,"UBC-2016-4","UBC","2016","4","Coho",9.2,95,1,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Coho","Beaver Creek",NA,"UBC-2016-4","UBC","2016","4","Coho",10.4,95,1,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Coho","Beaver Creek",NA,"UBC-2016-4","UBC","2016","4","Coho",9.1,95,1,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Coho","Beaver Creek",NA,"UBC-2016-4","UBC","2016","4","Coho",10.2,95,1,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Coho","Beaver Creek",NA,"UBC-2016-4","UBC","2016","4","Coho",9.9,96,1,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Coho","Beaver Creek",NA,"UBC-2016-4","UBC","2016","4","Coho",10.6,96,1,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Coho","Beaver Creek",NA,"UBC-2016-4","UBC","2016","4","Coho",9.5,96,1,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Coho","Beaver Creek",NA,"UBC-2016-4","UBC","2016","4","Coho",10.2,96,1,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Coho","Beaver Creek",NA,"UBC-2016-4","UBC","2016","4","Coho",9.4,96,1,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Coho","Beaver Creek",NA,"UBC-2016-4","UBC","2016","4","Coho",9.8,96,1,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Coho","Beaver Creek",NA,"UBC-2016-4","UBC","2016","4","Coho",9.9,96,1,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Coho","Beaver Creek",NA,"UBC-2016-4","UBC","2016","4","Coho",9.7,96,1,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Coho","Beaver Creek",NA,"UBC-2016-4","UBC","2016","4","Coho",10.4,97,1,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Coho","Beaver Creek",NA,"UBC-2016-4","UBC","2016","4","Coho",9.9,97,1,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Coho","Beaver Creek","UBC-F1-20160817-D8","UBC-2016-4","UBC","2016","4","Coho",9.7,97,1,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Coho","Beaver Creek",NA,"UBC-2016-4","UBC","2016","4","Coho",10.1,97,1,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Coho","Beaver Creek","UBC-F1-20160817-D2","UBC-2016-4","UBC","2016","4","Coho",9.9,99,1,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Coho","Beaver Creek",NA,"UBC-2016-4","UBC","2016","4","Coho",10.5,99,1,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Coho","Beaver Creek",NA,"UBC-2016-4","UBC","2016","4","Coho",11.6,99,1,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Coho","Beaver Creek",NA,"UBC-2016-4","UBC","2016","4","Coho",10.9,100,1,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Coho","Beaver Creek",NA,"UBC-2016-4","UBC","2016","4","Coho",10.6,100,1,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Coho","Beaver Creek",NA,"UBC-2016-4","UBC","2016","4","Coho",11.9,100,1,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Coho","Beaver Creek",NA,"UBC-2016-4","UBC","2016","4","Coho",11.6,100,1,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Coho","Beaver Creek",NA,"UBC-2016-4","UBC","2016","4","Coho",12.2,100,1,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Coho","Beaver Creek",NA,"UBC-2016-4","UBC","2016","4","Coho",13.2,102,1,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Coho","Beaver Creek",NA,"UBC-2016-4","UBC","2016","4","Coho",11.5,103,1,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Coho","Beaver Creek",NA,"UBC-2016-4","UBC","2016","4","Coho",11,103,1,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Coho","Beaver Creek",NA,"UBC-2016-4","UBC","2016","4","Coho",13.4,104,1,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Coho","Beaver Creek",NA,"UBC-2016-4","UBC","2016","4","Coho",13.7,105,1,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Coho","Beaver Creek","UBC-F1-20160817-D6","UBC-2016-4","UBC","2016","4","Coho",12.7,105,1,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Coho","Beaver Creek",NA,"UBC-2016-4","UBC","2016","4","Coho",13,105,1,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Coho","Beaver Creek",NA,"UBC-2016-4","UBC","2016","4","Coho",14.6,105,1,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Coho","Beaver Creek",NA,"UBC-2016-4","UBC","2016","4","Coho",12,105,1,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Coho","Beaver Creek",NA,"UBC-2016-4","UBC","2016","4","Coho",13,106,1,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Coho","Beaver Creek",NA,"UBC-2016-4","UBC","2016","4","Coho",11.7,106,1,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Coho","Beaver Creek",NA,"UBC-2016-4","UBC","2016","4","Coho",13.7,106,1,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Coho","Beaver Creek",NA,"UBC-2016-4","UBC","2016","4","Coho",12.7,107,1,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Coho","Beaver Creek",NA,"UBC-2016-4","UBC","2016","4","Coho",13.5,108,1,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Coho","Beaver Creek",NA,"UBC-2016-4","UBC","2016","4","Coho",15.6,108,1,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Coho","Beaver Creek",NA,"UBC-2016-4","UBC","2016","4","Coho",15.7,111,1,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Beaver Creek 
 Coho","Beaver Creek",NA,"UBC-2016-4","UBC","2016","4","Coho",17.2,117,1,2016-08-17,"UBC-F1-2015","Upper","Fall",230
"Kenai River 
 Coho","Kenai River",NA,"MSKR-2016-4","MSKR","2016","4","Coho",0.7,40,0,2016-08-31,"MSKR-F1-2016","Lower","Fall",244
"Kenai River 
 Coho","Kenai River",NA,"MSKR-2016-4","MSKR","2016","4","Coho",0.8,41,0,2016-08-31,"MSKR-F1-2016","Lower","Fall",244
"Kenai River 
 Coho","Kenai River",NA,"MSKR-2016-4","MSKR","2016","4","Coho",0.9,42,0,2016-08-31,"MSKR-F1-2016","Lower","Fall",244
"Kenai River 
 Coho","Kenai River",NA,"MSKR-2016-4","MSKR","2016","4","Coho",0.8,42,0,2016-08-31,"MSKR-F1-2016","Lower","Fall",244
"Kenai River 
 Coho","Kenai River",NA,"MSKR-2016-4","MSKR","2016","4","Coho",0.9,42,0,2016-08-31,"MSKR-F1-2016","Lower","Fall",244
"Kenai River 
 Coho","Kenai River",NA,"MSKR-2016-4","MSKR","2016","4","Coho",0.8,43,0,2016-08-31,"MSKR-F1-2016","Lower","Fall",244
"Kenai River 
 Coho","Kenai River",NA,"MSKR-2016-4","MSKR","2016","4","Coho",0.9,44,0,2016-08-31,"MSKR-F1-2016","Lower","Fall",244
"Kenai River 
 Coho","Kenai River",NA,"MSKR-2016-4","MSKR","2016","4","Coho",0.7,44,0,2016-08-31,"MSKR-F1-2016","Lower","Fall",244
"Kenai River 
 Coho","Kenai River",NA,"MSKR-2016-4","MSKR","2016","4","Coho",1,46,0,2016-08-31,"MSKR-F1-2016","Lower","Fall",244
"Kenai River 
 Coho","Kenai River",NA,"MSKR-2016-4","MSKR","2016","4","Coho",1.1,46,0,2016-08-31,"MSKR-F1-2016","Lower","Fall",244
"Kenai River 
 Coho","Kenai River",NA,"MSKR-2016-4","MSKR","2016","4","Coho",1.2,46,0,2016-08-31,"MSKR-F1-2016","Lower","Fall",244
"Kenai River 
 Coho","Kenai River",NA,"MSKR-2016-4","MSKR","2016","4","Coho",1.1,46,0,2016-08-31,"MSKR-F1-2016","Lower","Fall",244
"Kenai River 
 Coho","Kenai River",NA,"MSKR-2016-4","MSKR","2016","4","Coho",0.7,46,0,2016-08-31,"MSKR-F1-2016","Lower","Fall",244
"Kenai River 
 Chinook","Kenai River",NA,"MSKR-2016-4","MSKR","2016","4","Chinook",1,46,0,2016-08-31,"MSKR-F1-2016","Lower","Fall",244
"Kenai River 
 Coho","Kenai River",NA,"MSKR-2016-4","MSKR","2016","4","Coho",1.3,47,0,2016-08-31,"MSKR-F1-2016","Lower","Fall",244
"Kenai River 
 Coho","Kenai River",NA,"MSKR-2016-4","MSKR","2016","4","Coho",1.4,47,0,2016-08-31,"MSKR-F1-2016","Lower","Fall",244
"Kenai River 
 Coho","Kenai River",NA,"MSKR-2016-4","MSKR","2016","4","Coho",1.4,48,0,2016-08-31,"MSKR-F1-2016","Lower","Fall",244
"Kenai River 
 Coho","Kenai River",NA,"MSKR-2016-4","MSKR","2016","4","Coho",1.2,48,0,2016-08-31,"MSKR-F1-2016","Lower","Fall",244
"Kenai River 
 Coho","Kenai River",NA,"MSKR-2016-4","MSKR","2016","4","Coho",1.2,48,0,2016-08-31,"MSKR-F1-2016","Lower","Fall",244
"Kenai River 
 Coho","Kenai River",NA,"MSKR-2016-4","MSKR","2016","4","Coho",1.2,49,0,2016-08-31,"MSKR-F1-2016","Lower","Fall",244
"Kenai River 
 Chinook","Kenai River",NA,"MSKR-2016-4","MSKR","2016","4","Chinook",1.5,49,0,2016-08-31,"MSKR-F1-2016","Lower","Fall",244
"Kenai River 
 Chinook","Kenai River",NA,"MSKR-2016-4","MSKR","2016","4","Chinook",1.4,49,0,2016-08-31,"MSKR-F1-2016","Lower","Fall",244
"Kenai River 
 Coho","Kenai River",NA,"MSKR-2016-4","MSKR","2016","4","Coho",1.3,50,0,2016-08-31,"MSKR-F1-2016","Lower","Fall",244
"Kenai River 
 Coho","Kenai River",NA,"MSKR-2016-4","MSKR","2016","4","Coho",1.4,50,0,2016-08-31,"MSKR-F1-2016","Lower","Fall",244
"Kenai River 
 Chinook","Kenai River",NA,"MSKR-2016-4","MSKR","2016","4","Chinook",1.5,50,0,2016-08-31,"MSKR-F1-2016","Lower","Fall",244
"Kenai River 
 Coho","Kenai River",NA,"MSKR-2016-4","MSKR","2016","4","Coho",1.6,51,0,2016-08-31,"MSKR-F1-2016","Lower","Fall",244
"Kenai River 
 Chinook","Kenai River",NA,"MSKR-2016-4","MSKR","2016","4","Chinook",1.9,51,0,2016-08-31,"MSKR-F1-2016","Lower","Fall",244
