,sim_name,SimDay,Date
3127,2016_Mid-Summer_Lower Kenai River_Chinook_Age_0,30,7/28/16
3128,2016_Mid-Summer_Lower Kenai River_Chinook_Age_0,31,7/29/16
3129,2016_Mid-Summer_Lower Kenai River_Chinook_Age_0,32,7/30/16
3130,2016_Mid-Summer_Lower Kenai River_Chinook_Age_0,33,7/31/16
3131,2016_Mid-Summer_Lower Kenai River_Chinook_Age_0,34,8/1/16
3132,2016_Mid-Summer_Lower Ptarmigan Creek_Chinook_Age_0,1,7/2/16
3133,2016_Mid-Summer_Lower Ptarmigan Creek_Chinook_Age_0,2,7/3/16
3134,2016_Mid-Summer_Lower Ptarmigan Creek_Chinook_Age_0,3,7/4/16
3135,2016_Mid-Summer_Lower Ptarmigan Creek_Chinook_Age_0,4,7/5/16
3136,2016_Mid-Summer_Lower Ptarmigan Creek_Chinook_Age_0,5,7/6/16
3137,2016_Mid-Summer_Lower Ptarmigan Creek_Chinook_Age_0,6,7/7/16
3138,2016_Mid-Summer_Lower Ptarmigan Creek_Chinook_Age_0,7,7/8/16
3139,2016_Mid-Summer_Lower Ptarmigan Creek_Chinook_Age_0,8,7/9/16
3140,2016_Mid-Summer_Lower Ptarmigan Creek_Chinook_Age_0,9,7/10/16
3141,2016_Mid-Summer_Lower Ptarmigan Creek_Chinook_Age_0,10,7/11/16
3142,2016_Mid-Summer_Lower Ptarmigan Creek_Chinook_Age_0,11,7/12/16
3143,2016_Mid-Summer_Lower Ptarmigan Creek_Chinook_Age_0,12,7/13/16
3144,2016_Mid-Summer_Lower Ptarmigan Creek_Chinook_Age_0,13,7/14/16
3145,2016_Mid-Summer_Lower Ptarmigan Creek_Chinook_Age_0,14,7/15/16
3146,2016_Mid-Summer_Lower Ptarmigan Creek_Chinook_Age_0,15,7/16/16
3147,2016_Mid-Summer_Lower Ptarmigan Creek_Chinook_Age_0,16,7/17/16
3148,2016_Mid-Summer_Lower Ptarmigan Creek_Chinook_Age_0,17,7/18/16
3149,2016_Mid-Summer_Lower Ptarmigan Creek_Chinook_Age_0,18,7/19/16
3150,2016_Mid-Summer_Lower Ptarmigan Creek_Chinook_Age_0,19,7/20/16
3151,2016_Mid-Summer_Lower Ptarmigan Creek_Chinook_Age_0,20,7/21/16
3152,2016_Mid-Summer_Lower Ptarmigan Creek_Chinook_Age_0,21,7/22/16
3153,2016_Mid-Summer_Lower Ptarmigan Creek_Chinook_Age_0,22,7/23/16
3154,2016_Mid-Summer_Lower Ptarmigan Creek_Chinook_Age_0,23,7/24/16
3155,2016_Mid-Summer_Lower Ptarmigan Creek_Chinook_Age_0,24,7/25/16
3156,2016_Mid-Summer_Lower Ptarmigan Creek_Chinook_Age_0,25,7/26/16
3157,2016_Mid-Summer_Lower Ptarmigan Creek_Chinook_Age_0,26,7/27/16
3158,2016_Mid-Summer_Lower Ptarmigan Creek_Chinook_Age_0,27,7/28/16
3159,2016_Mid-Summer_Lower Ptarmigan Creek_Chinook_Age_0,28,7/29/16
3160,2016_Mid-Summer_Lower Ptarmigan Creek_Chinook_Age_0,29,7/30/16
3161,2016_Mid-Summer_Lower Ptarmigan Creek_Chinook_Age_0,30,7/31/16
3162,2016_Mid-Summer_Lower Ptarmigan Creek_Chinook_Age_0,31,8/1/16
3163,2016_Mid-Summer_Lower Ptarmigan Creek_Chinook_Age_0,32,8/2/16
3164,2016_Mid-Summer_Lower Ptarmigan Creek_Chinook_Age_0,33,8/3/16
3165,2016_Mid-Summer_Lower Ptarmigan Creek_Chinook_Age_0,34,8/4/16
3166,2016_Mid-Summer_Lower Ptarmigan Creek_Chinook_Age_0,35,8/5/16
3167,2016_Mid-Summer_Lower Ptarmigan Creek_Chinook_Age_0,36,8/6/16
3168,2016_Mid-Summer_Lower Ptarmigan Creek_Chinook_Age_0,37,8/7/16
3169,2016_Mid-Summer_Lower Ptarmigan Creek_Chinook_Age_0,38,8/8/16
3170,2016_Mid-Summer_Lower Ptarmigan Creek_Chinook_Age_0,39,8/9/16
3171,2016_Mid-Summer_Lower Ptarmigan Creek_Chinook_Age_0,40,8/10/16
3172,2016_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_1,1,7/2/16
3173,2016_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_1,2,7/3/16
3174,2016_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_1,3,7/4/16
3175,2016_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_1,4,7/5/16
3176,2016_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_1,5,7/6/16
3177,2016_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_1,6,7/7/16
3178,2016_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_1,7,7/8/16
3179,2016_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_1,8,7/9/16
3180,2016_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_1,9,7/10/16
3181,2016_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_1,10,7/11/16
3182,2016_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_1,11,7/12/16
3183,2016_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_1,12,7/13/16
3184,2016_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_1,13,7/14/16
3185,2016_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_1,14,7/15/16
3186,2016_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_1,15,7/16/16
3187,2016_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_1,16,7/17/16
3188,2016_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_1,17,7/18/16
3189,2016_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_1,18,7/19/16
3190,2016_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_1,19,7/20/16
3191,2016_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_1,20,7/21/16
3192,2016_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_1,21,7/22/16
3193,2016_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_1,22,7/23/16
3194,2016_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_1,23,7/24/16
3195,2016_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_1,24,7/25/16
3196,2016_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_1,25,7/26/16
3197,2016_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_1,26,7/27/16
3198,2016_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_1,27,7/28/16
3199,2016_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_1,28,7/29/16
3200,2016_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_1,29,7/30/16
3201,2016_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_1,30,7/31/16
3202,2016_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_1,31,8/1/16
3203,2016_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_1,32,8/2/16
3204,2016_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_1,33,8/3/16
3205,2016_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_1,34,8/4/16
3206,2016_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_1,35,8/5/16
3207,2016_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_1,36,8/6/16
3208,2016_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_1,37,8/7/16
3209,2016_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_1,38,8/8/16
3210,2016_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_1,39,8/9/16
3211,2016_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_1,40,8/10/16
3212,2016_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_2,1,7/2/16
3213,2016_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_2,2,7/3/16
3214,2016_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_2,3,7/4/16
3215,2016_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_2,4,7/5/16
3216,2016_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_2,5,7/6/16
3217,2016_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_2,6,7/7/16
3218,2016_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_2,7,7/8/16
3219,2016_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_2,8,7/9/16
3220,2016_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_2,9,7/10/16
3221,2016_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_2,10,7/11/16
3222,2016_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_2,11,7/12/16
3223,2016_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_2,12,7/13/16
3224,2016_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_2,13,7/14/16
3225,2016_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_2,14,7/15/16
3226,2016_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_2,15,7/16/16
3227,2016_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_2,16,7/17/16
3228,2016_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_2,17,7/18/16
3229,2016_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_2,18,7/19/16
3230,2016_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_2,19,7/20/16
3231,2016_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_2,20,7/21/16
3232,2016_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_2,21,7/22/16
3233,2016_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_2,22,7/23/16
3234,2016_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_2,23,7/24/16
3235,2016_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_2,24,7/25/16
3236,2016_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_2,25,7/26/16
3237,2016_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_2,26,7/27/16
3238,2016_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_2,27,7/28/16
3239,2016_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_2,28,7/29/16
3240,2016_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_2,29,7/30/16
3241,2016_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_2,30,7/31/16
3242,2016_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_2,31,8/1/16
3243,2016_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_2,32,8/2/16
3244,2016_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_2,33,8/3/16
3245,2016_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_2,34,8/4/16
3246,2016_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_2,35,8/5/16
3247,2016_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_2,36,8/6/16
3248,2016_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_2,37,8/7/16
3249,2016_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_2,38,8/8/16
3250,2016_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_2,39,8/9/16
3251,2016_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_2,40,8/10/16
3252,2016_Mid-Summer_Lower Russian River_Chinook_Age_0,1,7/19/16
3253,2016_Mid-Summer_Lower Russian River_Chinook_Age_0,2,7/20/16
3254,2016_Mid-Summer_Lower Russian River_Chinook_Age_0,3,7/21/16
3255,2016_Mid-Summer_Lower Russian River_Chinook_Age_0,4,7/22/16
3256,2016_Mid-Summer_Lower Russian River_Chinook_Age_0,5,7/23/16
3257,2016_Mid-Summer_Lower Russian River_Chinook_Age_0,6,7/24/16
3258,2016_Mid-Summer_Lower Russian River_Chinook_Age_0,7,7/25/16
3259,2016_Mid-Summer_Lower Russian River_Chinook_Age_0,8,7/26/16
3260,2016_Mid-Summer_Lower Russian River_Chinook_Age_0,9,7/27/16
3261,2016_Mid-Summer_Lower Russian River_Chinook_Age_0,10,7/28/16
3262,2016_Mid-Summer_Lower Russian River_Chinook_Age_0,11,7/29/16
3263,2016_Mid-Summer_Lower Russian River_Chinook_Age_0,12,7/30/16
3264,2016_Mid-Summer_Lower Russian River_Chinook_Age_0,13,7/31/16
3265,2016_Mid-Summer_Lower Russian River_Chinook_Age_0,14,8/1/16
3266,2016_Mid-Summer_Lower Russian River_Chinook_Age_0,15,8/2/16
3267,2016_Mid-Summer_Lower Russian River_Chinook_Age_0,16,8/3/16
3268,2016_Mid-Summer_Lower Russian River_Chinook_Age_0,17,8/4/16
3269,2016_Mid-Summer_Lower Russian River_Chinook_Age_0,18,8/5/16
3270,2016_Mid-Summer_Lower Russian River_Chinook_Age_0,19,8/6/16
3271,2016_Mid-Summer_Lower Russian River_Chinook_Age_0,20,8/7/16
3272,2016_Mid-Summer_Lower Russian River_Chinook_Age_0,21,8/8/16
3273,2016_Mid-Summer_Lower Russian River_Chinook_Age_0,22,8/9/16
3274,2016_Mid-Summer_Lower Russian River_Coho_Age_0,1,7/19/16
3275,2016_Mid-Summer_Lower Russian River_Coho_Age_0,2,7/20/16
3276,2016_Mid-Summer_Lower Russian River_Coho_Age_0,3,7/21/16
3277,2016_Mid-Summer_Lower Russian River_Coho_Age_0,4,7/22/16
3278,2016_Mid-Summer_Lower Russian River_Coho_Age_0,5,7/23/16
3279,2016_Mid-Summer_Lower Russian River_Coho_Age_0,6,7/24/16
3280,2016_Mid-Summer_Lower Russian River_Coho_Age_0,7,7/25/16
3281,2016_Mid-Summer_Lower Russian River_Coho_Age_0,8,7/26/16
3282,2016_Mid-Summer_Lower Russian River_Coho_Age_0,9,7/27/16
3283,2016_Mid-Summer_Lower Russian River_Coho_Age_0,10,7/28/16
3284,2016_Mid-Summer_Lower Russian River_Coho_Age_0,11,7/29/16
3285,2016_Mid-Summer_Lower Russian River_Coho_Age_0,12,7/30/16
3286,2016_Mid-Summer_Lower Russian River_Coho_Age_0,13,7/31/16
3287,2016_Mid-Summer_Lower Russian River_Coho_Age_0,14,8/1/16
3288,2016_Mid-Summer_Lower Russian River_Coho_Age_0,15,8/2/16
3289,2016_Mid-Summer_Lower Russian River_Coho_Age_0,16,8/3/16
3290,2016_Mid-Summer_Lower Russian River_Coho_Age_0,17,8/4/16
3291,2016_Mid-Summer_Lower Russian River_Coho_Age_0,18,8/5/16
3292,2016_Mid-Summer_Lower Russian River_Coho_Age_0,19,8/6/16
3293,2016_Mid-Summer_Lower Russian River_Coho_Age_0,20,8/7/16
3294,2016_Mid-Summer_Lower Russian River_Coho_Age_0,21,8/8/16
3295,2016_Mid-Summer_Lower Russian River_Coho_Age_0,22,8/9/16
3296,2016_Mid-Summer_Lower Russian River_Coho_Age_1,1,7/19/16
3297,2016_Mid-Summer_Lower Russian River_Coho_Age_1,2,7/20/16
3298,2016_Mid-Summer_Lower Russian River_Coho_Age_1,3,7/21/16
3299,2016_Mid-Summer_Lower Russian River_Coho_Age_1,4,7/22/16
3300,2016_Mid-Summer_Lower Russian River_Coho_Age_1,5,7/23/16
3301,2016_Mid-Summer_Lower Russian River_Coho_Age_1,6,7/24/16
3302,2016_Mid-Summer_Lower Russian River_Coho_Age_1,7,7/25/16
3303,2016_Mid-Summer_Lower Russian River_Coho_Age_1,8,7/26/16
3304,2016_Mid-Summer_Lower Russian River_Coho_Age_1,9,7/27/16
3305,2016_Mid-Summer_Lower Russian River_Coho_Age_1,10,7/28/16
3306,2016_Mid-Summer_Lower Russian River_Coho_Age_1,11,7/29/16
3307,2016_Mid-Summer_Lower Russian River_Coho_Age_1,12,7/30/16
3308,2016_Mid-Summer_Lower Russian River_Coho_Age_1,13,7/31/16
3309,2016_Mid-Summer_Lower Russian River_Coho_Age_1,14,8/1/16
3310,2016_Mid-Summer_Lower Russian River_Coho_Age_1,15,8/2/16
3311,2016_Mid-Summer_Lower Russian River_Coho_Age_1,16,8/3/16
3312,2016_Mid-Summer_Lower Russian River_Coho_Age_1,17,8/4/16
3313,2016_Mid-Summer_Lower Russian River_Coho_Age_1,18,8/5/16
3314,2016_Mid-Summer_Lower Russian River_Coho_Age_1,19,8/6/16
3315,2016_Mid-Summer_Lower Russian River_Coho_Age_1,20,8/7/16
3316,2016_Mid-Summer_Lower Russian River_Coho_Age_1,21,8/8/16
3317,2016_Mid-Summer_Lower Russian River_Coho_Age_1,22,8/9/16
3318,2016_Mid-Summer_Middle Beaver Creek_Chinook_Age_0,1,6/21/16
3319,2016_Mid-Summer_Middle Beaver Creek_Chinook_Age_0,2,6/22/16
3320,2016_Mid-Summer_Middle Beaver Creek_Chinook_Age_0,3,6/23/16
3321,2016_Mid-Summer_Middle Beaver Creek_Chinook_Age_0,4,6/24/16
3322,2016_Mid-Summer_Middle Beaver Creek_Chinook_Age_0,5,6/25/16
3323,2016_Mid-Summer_Middle Beaver Creek_Chinook_Age_0,6,6/26/16
3324,2016_Mid-Summer_Middle Beaver Creek_Chinook_Age_0,7,6/27/16
3325,2016_Mid-Summer_Middle Beaver Creek_Chinook_Age_0,8,6/28/16
3326,2016_Mid-Summer_Middle Beaver Creek_Chinook_Age_0,9,6/29/16
3327,2016_Mid-Summer_Middle Beaver Creek_Chinook_Age_0,10,6/30/16
3328,2016_Mid-Summer_Middle Beaver Creek_Chinook_Age_0,11,7/1/16
3329,2016_Mid-Summer_Middle Beaver Creek_Chinook_Age_0,12,7/2/16
3330,2016_Mid-Summer_Middle Beaver Creek_Chinook_Age_0,13,7/3/16
3331,2016_Mid-Summer_Middle Beaver Creek_Chinook_Age_0,14,7/4/16
3332,2016_Mid-Summer_Middle Beaver Creek_Chinook_Age_0,15,7/5/16
3333,2016_Mid-Summer_Middle Beaver Creek_Chinook_Age_0,16,7/6/16
3334,2016_Mid-Summer_Middle Beaver Creek_Chinook_Age_0,17,7/7/16
3335,2016_Mid-Summer_Middle Beaver Creek_Chinook_Age_0,18,7/8/16
3336,2016_Mid-Summer_Middle Beaver Creek_Chinook_Age_0,19,7/9/16
3337,2016_Mid-Summer_Middle Beaver Creek_Chinook_Age_0,20,7/10/16
3338,2016_Mid-Summer_Middle Beaver Creek_Chinook_Age_0,21,7/11/16
3339,2016_Mid-Summer_Middle Beaver Creek_Chinook_Age_0,22,7/12/16
3340,2016_Mid-Summer_Middle Beaver Creek_Chinook_Age_0,23,7/13/16
3341,2016_Mid-Summer_Middle Beaver Creek_Chinook_Age_0,24,7/14/16
3342,2016_Mid-Summer_Middle Beaver Creek_Chinook_Age_0,25,7/15/16
3343,2016_Mid-Summer_Middle Beaver Creek_Chinook_Age_0,26,7/16/16
3344,2016_Mid-Summer_Middle Beaver Creek_Chinook_Age_0,27,7/17/16
3345,2016_Mid-Summer_Middle Beaver Creek_Chinook_Age_0,28,7/18/16
3346,2016_Mid-Summer_Middle Beaver Creek_Chinook_Age_0,29,7/19/16
3347,2016_Mid-Summer_Middle Beaver Creek_Chinook_Age_0,30,7/20/16
3348,2016_Mid-Summer_Middle Beaver Creek_Coho_Age_1,1,6/21/16
3349,2016_Mid-Summer_Middle Beaver Creek_Coho_Age_1,2,6/22/16
3350,2016_Mid-Summer_Middle Beaver Creek_Coho_Age_1,3,6/23/16
3351,2016_Mid-Summer_Middle Beaver Creek_Coho_Age_1,4,6/24/16
3352,2016_Mid-Summer_Middle Beaver Creek_Coho_Age_1,5,6/25/16
3353,2016_Mid-Summer_Middle Beaver Creek_Coho_Age_1,6,6/26/16
3354,2016_Mid-Summer_Middle Beaver Creek_Coho_Age_1,7,6/27/16
3355,2016_Mid-Summer_Middle Beaver Creek_Coho_Age_1,8,6/28/16
3356,2016_Mid-Summer_Middle Beaver Creek_Coho_Age_1,9,6/29/16
3357,2016_Mid-Summer_Middle Beaver Creek_Coho_Age_1,10,6/30/16
3358,2016_Mid-Summer_Middle Beaver Creek_Coho_Age_1,11,7/1/16
3359,2016_Mid-Summer_Middle Beaver Creek_Coho_Age_1,12,7/2/16
3360,2016_Mid-Summer_Middle Beaver Creek_Coho_Age_1,13,7/3/16
3361,2016_Mid-Summer_Middle Beaver Creek_Coho_Age_1,14,7/4/16
3362,2016_Mid-Summer_Middle Beaver Creek_Coho_Age_1,15,7/5/16
3363,2016_Mid-Summer_Middle Beaver Creek_Coho_Age_1,16,7/6/16
3364,2016_Mid-Summer_Middle Beaver Creek_Coho_Age_1,17,7/7/16
3365,2016_Mid-Summer_Middle Beaver Creek_Coho_Age_1,18,7/8/16
3366,2016_Mid-Summer_Middle Beaver Creek_Coho_Age_1,19,7/9/16
3367,2016_Mid-Summer_Middle Beaver Creek_Coho_Age_1,20,7/10/16
3368,2016_Mid-Summer_Middle Beaver Creek_Coho_Age_1,21,7/11/16
3369,2016_Mid-Summer_Middle Beaver Creek_Coho_Age_1,22,7/12/16
3370,2016_Mid-Summer_Middle Beaver Creek_Coho_Age_1,23,7/13/16
3371,2016_Mid-Summer_Middle Beaver Creek_Coho_Age_1,24,7/14/16
3372,2016_Mid-Summer_Middle Beaver Creek_Coho_Age_1,25,7/15/16
3373,2016_Mid-Summer_Middle Beaver Creek_Coho_Age_1,26,7/16/16
3374,2016_Mid-Summer_Middle Beaver Creek_Coho_Age_1,27,7/17/16
3375,2016_Mid-Summer_Middle Beaver Creek_Coho_Age_1,28,7/18/16
3376,2016_Mid-Summer_Middle Beaver Creek_Coho_Age_1,29,7/19/16
3377,2016_Mid-Summer_Middle Beaver Creek_Coho_Age_1,30,7/20/16
3378,2016_Mid-Summer_Middle Kenai River_Chinook_Age_0,1,6/30/16
3379,2016_Mid-Summer_Middle Kenai River_Chinook_Age_0,2,7/1/16
3380,2016_Mid-Summer_Middle Kenai River_Chinook_Age_0,3,7/2/16
3381,2016_Mid-Summer_Middle Kenai River_Chinook_Age_0,4,7/3/16
3382,2016_Mid-Summer_Middle Kenai River_Chinook_Age_0,5,7/4/16
3383,2016_Mid-Summer_Middle Kenai River_Chinook_Age_0,6,7/5/16
3384,2016_Mid-Summer_Middle Kenai River_Chinook_Age_0,7,7/6/16
3385,2016_Mid-Summer_Middle Kenai River_Chinook_Age_0,8,7/7/16
3386,2016_Mid-Summer_Middle Kenai River_Chinook_Age_0,9,7/8/16
3387,2016_Mid-Summer_Middle Kenai River_Chinook_Age_0,10,7/9/16
3388,2016_Mid-Summer_Middle Kenai River_Chinook_Age_0,11,7/10/16
3389,2016_Mid-Summer_Middle Kenai River_Chinook_Age_0,12,7/11/16
3390,2016_Mid-Summer_Middle Kenai River_Chinook_Age_0,13,7/12/16
3391,2016_Mid-Summer_Middle Kenai River_Chinook_Age_0,14,7/13/16
3392,2016_Mid-Summer_Middle Kenai River_Chinook_Age_0,15,7/14/16
3393,2016_Mid-Summer_Middle Kenai River_Chinook_Age_0,16,7/15/16
3394,2016_Mid-Summer_Middle Kenai River_Chinook_Age_0,17,7/16/16
3395,2016_Mid-Summer_Middle Kenai River_Chinook_Age_0,18,7/17/16
3396,2016_Mid-Summer_Middle Kenai River_Chinook_Age_0,19,7/18/16
3397,2016_Mid-Summer_Middle Kenai River_Chinook_Age_0,20,7/19/16
3398,2016_Mid-Summer_Middle Kenai River_Chinook_Age_0,21,7/20/16
3399,2016_Mid-Summer_Middle Kenai River_Chinook_Age_0,22,7/21/16
3400,2016_Mid-Summer_Middle Kenai River_Chinook_Age_0,23,7/22/16
3401,2016_Mid-Summer_Middle Kenai River_Chinook_Age_0,24,7/23/16
3402,2016_Mid-Summer_Middle Kenai River_Chinook_Age_0,25,7/24/16
3403,2016_Mid-Summer_Middle Kenai River_Chinook_Age_0,26,7/25/16
3404,2016_Mid-Summer_Middle Kenai River_Chinook_Age_0,27,7/26/16
3405,2016_Mid-Summer_Middle Kenai River_Chinook_Age_0,28,7/27/16
3406,2016_Mid-Summer_Middle Kenai River_Chinook_Age_0,29,7/28/16
3407,2016_Mid-Summer_Middle Kenai River_Chinook_Age_0,30,7/29/16
3408,2016_Mid-Summer_Middle Kenai River_Chinook_Age_0,31,7/30/16
3409,2016_Mid-Summer_Middle Kenai River_Chinook_Age_0,32,7/31/16
3410,2016_Mid-Summer_Middle Kenai River_Chinook_Age_0,33,8/1/16
3411,2016_Mid-Summer_Middle Kenai River_Chinook_Age_0,34,8/2/16
3412,2016_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_1,1,7/3/16
3413,2016_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_1,2,7/4/16
3414,2016_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_1,3,7/5/16
3415,2016_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_1,4,7/6/16
3416,2016_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_1,5,7/7/16
3417,2016_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_1,6,7/8/16
3418,2016_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_1,7,7/9/16
3419,2016_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_1,8,7/10/16
3420,2016_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_1,9,7/11/16
3421,2016_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_1,10,7/12/16
3422,2016_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_1,11,7/13/16
3423,2016_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_1,12,7/14/16
3424,2016_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_1,13,7/15/16
3425,2016_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_1,14,7/16/16
3426,2016_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_1,15,7/17/16
3427,2016_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_1,16,7/18/16
3428,2016_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_1,17,7/19/16
3429,2016_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_1,18,7/20/16
3430,2016_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_1,19,7/21/16
3431,2016_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_1,20,7/22/16
3432,2016_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_1,21,7/23/16
3433,2016_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_1,22,7/24/16
3434,2016_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_1,23,7/25/16
3435,2016_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_1,24,7/26/16
3436,2016_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_1,25,7/27/16
3437,2016_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_1,26,7/28/16
3438,2016_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_1,27,7/29/16
3439,2016_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_1,28,7/30/16
3440,2016_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_1,29,7/31/16
3441,2016_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_1,30,8/1/16
3442,2016_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_1,31,8/2/16
3443,2016_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_1,32,8/3/16
3444,2016_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_1,33,8/4/16
3445,2016_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_1,34,8/5/16
3446,2016_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_1,35,8/6/16
3447,2016_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_1,36,8/7/16
3448,2016_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_1,37,8/8/16
3449,2016_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_1,38,8/9/16
3450,2016_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_1,39,8/10/16
3451,2016_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_1,40,8/11/16
